Math-exam,Science-exam ',English-exam ',Math19-1 ',Science19-1 ',English19-1 ',Math19-2 ',Science19-2 ',English19-2 ',Math19-3 ',Science19-3 ',English19-3 ',Math20-1 ',Science20-1 ',English20-1 ',Math20-2 ',Science20-2 ',English20-2 ',Math20-3 ',Science20-3 ',English20-3 ',Grade
90.0,74.0,89.0,63.0,90.0,93.0,77.0,71.0,64.0,78.0,87.0,91.0,82.0,61.0,86.0,76.0,75.0,69.0,88.0,78.0,88.0,
59.0,63.0,74.0,75.0,70.0,73.0,88.0,71.0,72.0,76.0,55.0,61.0,83.0,76.0,78.0,93.0,72.0,72.0,73.0,86.0,87.0,
81.0,59.0,65.0,88.0,82.0,90.0,84.0,86.0,85.0,83.0,52.0,70.0,64.0,62.0,87.0,69.0,98.0,84.0,80.0,98.0,81.0,
90.0,70.0,75.0,61.9,84.5,93.1,77.5,87.5,82.7,44.4,85.6,89.9,87.6,61.7,87.6,100.0,61.7,78.0,77.2,87.6,66.7,
61.0,93.0,85.0,62.0,80.0,59.0,89.0,80.0,89.0,73.0,54.0,82.0,71.0,71.0,87.0,74.0,81.0,95.0,71.0,81.0,96.0,
90.0,70.0,75.0,100.0,89.9,88.3,100.0,83.4,90.5,61.7,62.5,40.0,98.6,79.2,87.6,100.0,77.3,100.0,85.0,93.1,88.3,
92.5,75.0,50.0,63.0,90.3,80.0,83.3,62.5,88.8,84.5,89.9,84.5,98.6,88.3,88.3,68.8,79.4,80.0,59.3,83.2,100.0,
85.0,80.0,95.0,67.3,90.8,81.4,88.4,91.3,100.0,100.0,100.0,66.7,63.0,93.1,84.5,85.0,83.2,66.7,44.4,64.0,91.3,
64.0,56.0,87.0,87.0,85.0,90.0,62.0,78.0,80.0,74.0,84.0,75.0,92.0,72.0,94.0,95.0,81.0,77.0,79.0,89.0,97.0,
65.0,70.0,75.0,93.1,86.6,77.7,79.2,89.9,84.5,90.5,100.0,91.3,63.0,93.1,84.5,90.3,84.5,80.0,68.8,68.8,100.0,
80.0,58.0,58.0,89.0,94.0,76.0,78.0,59.0,87.0,90.0,88.0,61.0,70.0,79.0,73.0,81.0,75.0,70.0,90.0,72.0,87.0,
75.0,75.0,95.0,96.3,91.3,91.3,88.3,89.9,78.0,85.6,68.8,85.6,75.0,88.3,79.2,90.5,88.3,87.6,89.9,92.4,79.2,
87.5,60.0,72.5,73.3,86.7,61.7,100.0,83.2,83.2,88.8,70.6,100.0,57.1,100.0,61.7,98.6,88.4,88.4,100.0,94.6,90.1,
85.0,72.5,72.5,89.9,73.3,60.0,61.7,100.0,78.0,88.3,67.5,100.0,96.3,91.3,91.3,88.3,89.9,78.0,85.6,68.8,85.6,
90.0,52.5,85.0,92.6,90.5,87.6,89.5,84.5,84.5,82.7,63.6,85.7,91.3,92.0,91.3,95.5,56.6,56.6,75.2,80.5,96.3,
69.0,74.0,53.0,76.0,73.0,78.0,84.0,55.0,76.0,89.0,87.0,67.0,63.0,62.0,87.0,84.0,80.0,77.0,79.0,78.0,94.0,
81.0,68.0,90.0,88.0,54.0,87.0,65.0,74.0,59.0,93.0,63.0,91.0,70.0,82.0,81.0,74.0,99.0,69.0,90.0,79.0,81.0,
71.0,73.0,86.0,79.0,73.0,60.0,66.0,76.0,63.0,91.0,67.0,72.0,75.0,77.0,95.0,92.0,94.0,82.0,89.0,93.0,80.0,
71.0,80.0,62.0,93.0,69.0,69.0,68.0,91.0,91.0,75.0,56.0,71.0,83.0,61.0,78.0,80.0,91.0,75.0,85.0,79.0,77.0,
71.0,93.0,91.0,93.0,94.0,60.0,70.0,91.0,86.0,93.0,69.0,50.0,89.0,63.0,60.0,71.0,80.0,78.0,82.0,75.0,74.0,
85.0,80.0,77.5,100.0,88.3,88.3,56.3,92.4,93.3,75.2,92.3,85.0,63.0,93.1,84.5,69.8,88.4,88.3,69.5,79.7,88.4,
52.5,82.5,62.5,61.9,84.5,93.1,100.0,91.3,90.8,69.8,68.8,73.3,96.3,91.3,91.3,100.0,93.1,93.1,89.9,83.3,85.6,
81.0,68.0,68.0,86.0,67.0,85.0,85.0,56.0,92.0,76.0,86.0,80.0,61.0,70.0,67.0,82.0,79.0,78.0,84.0,78.0,83.0,
62.5,82.5,37.5,92.6,73.3,91.3,61.0,93.3,83.7,75.6,62.5,95.5,69.8,89.7,98.6,85.0,71.0,84.5,73.3,78.0,98.6,
95.0,70.0,54.0,88.0,71.0,76.0,95.0,66.0,58.0,64.0,53.0,65.0,74.0,83.0,60.0,88.0,89.0,71.0,96.0,91.0,83.0,
85.0,80.0,95.0,65.7,80.0,77.7,93.1,66.7,70.6,71.0,77.3,79.2,80.7,69.8,90.5,100.0,95.0,74.7,85.0,75.2,75.2,
65.0,70.0,75.0,68.7,77.7,69.8,75.0,88.3,79.2,79.2,82.7,85.0,84.5,80.0,85.6,92.6,90.5,87.6,75.6,40.0,85.0,
67.5,72.5,77.5,100.0,90.8,73.8,100.0,61.7,78.0,92.9,100.0,77.7,80.0,88.0,79.2,85.6,89.9,82.7,98.6,85.0,61.7,
71.0,70.0,97.0,80.0,85.0,85.0,75.0,71.0,70.0,91.0,89.0,91.0,98.0,99.0,87.0,88.0,84.0,95.0,98.0,81.0,95.0,
51.0,56.0,91.0,59.0,57.0,55.0,58.0,69.0,55.0,56.0,94.0,87.0,92.0,73.0,63.0,92.0,80.0,72.0,81.0,77.0,92.0,
95.0,66.0,53.0,50.0,64.0,53.0,64.0,71.0,86.0,51.0,53.0,59.0,70.0,85.0,67.0,76.0,88.0,74.0,97.0,79.0,91.0,
67.5,72.5,77.5,87.6,75.0,73.8,75.6,85.0,88.4,100.0,93.1,91.3,0.0,79.2,83.2,66.7,40.0,78.5,85.6,61.7,85.6,
82.0,53.0,91.0,73.0,68.0,93.0,76.0,72.0,84.0,83.0,92.0,54.0,83.0,82.0,66.0,74.0,93.0,79.0,82.0,81.0,95.0,
53.0,53.0,65.0,71.0,76.0,81.0,83.0,89.0,59.0,82.0,67.0,50.0,78.0,81.0,94.0,88.0,80.0,82.0,90.0,78.0,95.0,
80.0,70.0,82.5,77.7,69.8,82.7,92.6,90.5,87.6,93.1,90.3,78.0,88.4,91.3,100.0,84.5,89.9,84.5,100.0,80.5,78.5,
87.0,72.0,61.0,72.0,68.0,82.0,68.0,89.0,78.0,86.0,63.0,73.0,80.0,75.0,78.0,76.0,70.0,83.0,72.0,86.0,84.0,
70.0,70.0,95.0,93.1,87.6,66.7,89.9,52.4,63.4,85.6,68.4,100.0,95.5,61.7,61.7,85.6,71.0,85.6,84.5,93.3,84.5,
55.0,62.5,72.5,91.3,100.0,87.5,92.2,87.6,79.2,85.0,71.0,84.5,100.0,91.3,90.8,89.9,79.2,95.8,68.7,68.7,100.0,
86.0,82.0,71.0,87.0,91.0,52.0,82.0,58.0,58.0,64.0,77.0,51.0,71.0,92.0,74.0,89.0,94.0,98.0,91.0,99.0,80.0,
81.0,62.0,74.0,63.0,87.0,62.0,63.0,84.0,56.0,71.0,50.0,52.0,92.0,70.0,83.0,87.0,90.0,83.0,96.0,88.0,83.0,
62.5,82.5,37.5,100.0,61.7,78.0,62.5,67.2,68.4,93.1,88.3,88.3,100.0,79.2,79.2,71.0,90.1,93.3,78.6,33.3,89.1,
68.0,56.0,71.0,50.0,73.0,80.0,69.0,74.0,95.0,67.0,77.0,74.0,84.0,74.0,87.0,77.0,92.0,77.0,77.0,83.0,74.0,
70.0,89.0,95.0,61.0,92.0,69.0,88.0,75.0,87.0,85.0,60.0,69.0,81.0,94.0,84.0,78.0,90.0,81.0,82.0,75.0,87.0,
67.5,72.5,77.5,89.5,88.3,89.9,69.8,90.5,87.6,64.0,84.8,79.4,63.0,93.1,84.5,90.3,84.5,80.0,68.8,68.8,100.0,
78.0,69.0,53.0,74.0,57.0,64.0,89.0,72.0,69.0,84.0,75.0,79.0,75.0,65.0,94.0,70.0,82.0,92.0,71.0,94.0,79.0,
79.0,94.0,82.0,66.0,64.0,83.0,74.0,79.0,82.0,76.0,88.0,97.0,77.0,76.0,94.0,83.0,81.0,87.0,95.0,95.0,91.0,
52.0,60.0,84.0,63.0,63.0,91.0,56.0,62.0,94.0,84.0,78.0,61.0,74.0,76.0,77.0,84.0,93.0,90.0,87.0,95.0,69.0,
76.0,54.0,83.0,87.0,73.0,85.0,68.0,86.0,81.0,60.0,92.0,87.0,79.0,80.0,69.0,99.0,82.0,72.0,76.0,94.0,95.0,
95.0,67.0,57.0,57.0,61.0,90.0,71.0,94.0,76.0,69.0,55.0,75.0,68.0,68.0,87.0,80.0,84.0,72.0,91.0,89.0,89.0,
75.0,85.0,83.0,53.0,95.0,56.0,92.0,81.0,81.0,79.0,80.0,79.0,88.0,68.0,73.0,79.0,74.0,90.0,76.0,85.0,93.0,
50.0,80.0,70.0,44.4,87.6,90.3,79.2,82.7,85.0,75.0,88.3,79.2,61.7,93.1,88.3,63.0,93.1,84.5,90.5,61.7,33.3,
50.0,82.5,75.0,100.0,100.0,61.7,68.8,88.4,73.3,100.0,100.0,77.7,95.5,79.2,80.0,79.2,85.6,88.3,64.0,89.0,67.5,
82.5,72.5,95.0,83.3,73.8,85.6,100.0,92.0,89.5,100.0,81.4,78.0,98.6,90.5,82.7,67.3,90.8,81.4,85.0,88.4,88.2,
77.5,70.0,65.0,83.3,100.0,89.9,92.6,90.5,87.6,100.0,83.3,85.0,100.0,90.3,81.4,88.3,84.5,87.6,98.6,89.9,68.4,
61.0,71.0,65.0,71.0,55.0,67.0,83.0,71.0,85.0,81.0,52.0,82.0,75.0,93.0,62.0,80.0,70.0,89.0,73.0,86.0,82.0,
70.0,63.0,86.0,68.0,89.0,71.0,55.0,75.0,74.0,84.0,82.0,74.0,71.0,70.0,69.0,94.0,73.0,95.0,89.0,95.0,81.0,
87.5,50.0,67.5,64.0,84.5,88.2,89.9,83.3,89.9,88.2,100.0,88.2,68.7,77.7,69.8,79.2,75.0,85.0,87.6,33.3,87.6,
75.0,57.0,90.0,80.0,55.0,91.0,95.0,89.0,70.0,85.0,76.0,87.0,69.0,88.0,79.0,87.0,79.0,79.0,99.0,89.0,87.0,
82.0,93.0,91.0,72.0,92.0,92.0,63.0,64.0,86.0,68.0,77.0,51.0,62.0,81.0,95.0,91.0,75.0,70.0,96.0,92.0,76.0,
77.5,62.5,80.0,80.0,83.4,87.6,87.6,94.6,77.7,85.6,89.9,82.7,92.6,94.8,73.8,75.0,88.3,79.2,98.6,61.9,100.0,
67.5,72.5,77.5,85.0,83.2,66.7,70.4,81.4,96.3,100.0,78.5,95.5,79.3,88.0,73.8,98.6,88.3,88.3,100.0,80.0,100.0,
75.0,95.0,70.0,100.0,58.0,58.0,90.1,100.0,100.0,100.0,63.6,63.6,100.0,88.4,88.2,79.2,68.8,100.0,100.0,69.8,87.5,
77.0,76.0,88.0,90.0,73.0,55.0,84.0,85.0,65.0,60.0,86.0,89.0,66.0,74.0,71.0,86.0,91.0,71.0,78.0,88.0,88.0,
77.5,62.5,80.0,100.0,90.3,91.3,98.6,61.9,100.0,100.0,79.2,87.6,92.4,73.8,85.6,75.0,88.3,79.2,92.9,81.4,78.0,
89.0,59.0,62.0,84.0,63.0,95.0,79.0,86.0,88.0,50.0,50.0,76.0,88.0,73.0,72.0,74.0,98.0,80.0,88.0,97.0,78.0,
85.0,75.0,60.0,63.0,90.3,80.0,78.0,87.6,75.0,92.6,92.6,52.4,65.7,89.9,85.6,77.7,84.5,60.0,75.0,64.0,83.3,
75.0,63.0,88.0,51.0,66.0,88.0,67.0,58.0,81.0,94.0,55.0,74.0,61.0,67.0,81.0,79.0,93.0,84.0,88.0,83.0,76.0,
87.5,60.0,72.5,80.2,73.8,69.8,72.9,82.7,73.3,79.4,85.0,69.8,68.7,77.7,69.8,80.2,91.3,85.6,100.0,89.1,93.1,
67.5,95.0,62.5,63.0,79.2,83.2,93.1,75.7,90.3,83.2,100.0,83.2,44.4,87.6,90.3,87.6,75.0,73.8,79.2,75.0,85.0,
63.0,90.0,56.0,74.0,50.0,86.0,60.0,73.0,67.0,82.0,90.0,64.0,90.0,72.0,64.0,72.0,94.0,87.0,98.0,83.0,77.0,
85.0,80.0,95.0,89.5,84.5,84.5,100.0,91.3,91.3,44.4,100.0,93.1,63.0,90.3,80.0,62.3,85.6,87.5,68.8,92.9,80.0,
75.0,95.0,85.0,80.2,87.6,61.7,100.0,87.6,87.6,85.0,66.7,95.2,89.9,89.7,89.9,100.0,63.6,63.6,85.6,77.6,68.8,
87.5,72.5,72.5,90.1,87.6,87.6,69.5,89.7,64.0,89.5,85.6,64.0,98.6,61.7,61.7,85.0,33.3,85.0,78.0,80.0,78.0,
67.5,72.5,77.5,100.0,91.3,69.8,100.0,81.3,100.0,95.5,87.6,85.0,89.5,88.3,93.1,94.8,80.2,73.3,83.3,84.5,89.9,
83.0,81.0,57.0,60.0,55.0,65.0,62.0,66.0,90.0,77.0,72.0,91.0,83.0,91.0,68.0,94.0,99.0,73.0,86.0,79.0,84.0,
93.0,50.0,84.0,79.0,60.0,94.0,76.0,80.0,91.0,54.0,70.0,87.0,75.0,82.0,72.0,90.0,81.0,80.0,88.0,73.0,81.0,
70.0,37.5,80.0,44.4,85.6,89.9,92.2,68.7,61.7,88.3,83.3,66.7,96.3,68.8,68.8,100.0,100.0,95.5,100.0,78.0,62.7,
72.5,70.0,65.0,100.0,80.0,90.8,100.0,88.0,100.0,100.0,83.2,90.3,89.1,69.8,87.5,79.2,79.2,83.2,87.3,85.0,73.8,
87.5,60.0,72.5,78.5,67.5,85.0,93.4,85.7,100.0,73.3,33.3,62.3,66.7,88.3,61.7,90.8,87.9,85.6,87.6,92.3,61.7,
67.5,72.5,77.5,65.7,89.9,85.6,85.0,71.0,84.5,61.7,89.7,69.8,83.3,68.4,68.4,92.4,100.0,95.5,100.0,67.5,67.5,
67.5,82.5,75.0,57.1,100.0,61.7,98.6,88.4,88.4,100.0,94.6,90.1,68.8,92.9,80.0,44.4,85.6,89.9,89.1,66.7,100.0,
82.5,85.0,70.0,68.7,77.7,69.8,58.0,68.8,88.2,40.0,87.5,63.6,64.0,83.2,82.7,89.9,52.4,63.4,64.7,77.8,93.1,
75.0,95.0,70.0,100.0,88.3,88.3,98.6,88.3,88.3,57.1,100.0,61.7,63.0,93.1,84.5,67.3,90.8,81.4,75.6,100.0,84.5,
85.0,80.0,95.0,100.0,93.1,87.6,44.4,85.6,89.9,77.2,89.7,85.0,98.6,88.4,88.4,100.0,87.6,87.6,73.3,100.0,89.9,
64.0,70.0,80.0,79.0,54.0,50.0,61.0,84.0,73.0,62.0,80.0,76.0,63.0,89.0,85.0,74.0,91.0,79.0,81.0,81.0,81.0,
86.0,87.0,93.0,71.0,86.0,66.0,73.0,83.0,65.0,97.0,98.0,88.0,91.0,91.0,77.0,87.0,91.0,88.0,96.0,98.0,88.0,
84.0,82.0,80.0,73.0,57.0,94.0,81.0,58.0,72.0,88.0,70.0,71.0,86.0,71.0,67.0,81.0,79.0,86.0,81.0,69.0,70.0,
60.0,93.0,89.0,52.0,63.0,82.0,85.0,59.0,56.0,87.0,61.0,71.0,62.0,71.0,93.0,89.0,94.0,79.0,99.0,80.0,85.0,
83.0,61.0,94.0,65.0,91.0,86.0,61.0,55.0,78.0,69.0,94.0,74.0,86.0,64.0,69.0,78.0,79.0,69.0,89.0,86.0,96.0,
52.0,62.0,87.0,67.0,91.0,93.0,91.0,56.0,57.0,63.0,69.0,55.0,75.0,61.0,72.0,81.0,94.0,90.0,92.0,99.0,81.0,
72.5,70.0,65.0,75.6,85.0,88.4,44.4,87.6,90.3,68.7,77.7,69.8,83.2,81.4,84.5,92.6,73.3,91.3,80.7,62.5,69.8,
72.5,70.0,65.0,85.0,83.7,90.5,95.5,90.8,90.8,92.9,100.0,83.3,80.2,91.3,84.5,72.9,82.7,73.3,100.0,86.7,100.0,
82.5,72.5,95.0,100.0,85.6,85.6,98.6,85.0,73.8,79.2,85.6,95.2,79.4,93.1,91.3,77.6,95.2,87.3,83.3,61.0,89.1,
87.5,60.0,72.5,61.7,90.3,70.6,87.3,61.7,85.6,87.6,61.7,87.6,79.2,88.4,75.7,77.7,87.6,69.8,92.4,70.4,78.5,
74.0,68.0,61.0,81.0,78.0,85.0,92.0,82.0,76.0,55.0,87.0,86.0,94.0,85.0,87.0,76.0,71.0,87.0,76.0,85.0,71.0,
84.0,88.0,91.0,82.0,63.0,71.0,66.0,69.0,77.0,82.0,81.0,54.0,70.0,78.0,73.0,84.0,79.0,72.0,76.0,97.0,86.0,
50.0,80.0,70.0,63.0,87.5,88.4,85.6,100.0,64.7,62.7,95.2,84.5,92.6,73.3,91.3,96.3,90.9,77.7,90.5,59.3,59.3,
72.5,70.0,65.0,79.2,90.8,85.6,72.9,82.7,73.3,61.9,92.9,77.8,84.5,88.4,84.5,90.1,79.2,87.6,62.7,79.3,83.2,
75.0,97.5,95.0,80.7,69.8,90.5,90.5,73.8,82.7,65.7,100.0,87.9,90.1,87.6,87.6,69.5,89.7,64.0,89.5,85.6,64.0,
65.0,75.0,51.0,69.0,52.0,92.0,75.0,79.0,85.0,84.0,64.0,70.0,70.0,82.0,92.0,88.0,75.0,96.0,94.0,86.0,90.0,
83.0,83.0,90.0,62.0,59.0,51.0,95.0,56.0,88.0,50.0,62.0,81.0,67.0,83.0,83.0,97.0,88.0,70.0,69.0,78.0,95.0,
75.0,37.5,37.5,44.4,87.6,90.3,73.3,89.4,91.3,93.1,75.7,90.3,57.1,79.2,91.3,85.0,95.8,85.6,87.6,75.0,73.8,
52.5,82.5,62.5,85.6,77.6,68.8,100.0,91.3,82.7,88.3,89.0,96.3,65.7,89.9,85.6,61.7,88.5,93.1,85.6,71.0,85.6,
67.5,72.5,77.5,89.9,89.7,89.9,100.0,63.6,63.6,85.6,77.6,68.8,88.8,92.4,90.5,79.2,90.8,85.6,100.0,69.6,76.8,
82.5,72.5,95.0,89.7,88.2,83.2,100.0,91.3,90.8,94.8,87.5,84.5,100.0,87.6,87.6,67.3,90.8,81.4,100.0,73.3,73.3,
55.0,62.5,72.5,95.5,61.7,61.7,100.0,79.2,79.2,80.2,91.3,84.5,44.4,87.6,90.3,65.7,89.9,85.6,77.5,83.3,90.3,
55.0,52.0,74.0,50.0,52.0,83.0,93.0,60.0,59.0,64.0,60.0,93.0,75.0,66.0,73.0,85.0,93.0,92.0,75.0,93.0,73.0,
67.5,72.5,77.5,100.0,90.3,91.3,100.0,80.0,100.0,98.6,79.2,87.6,83.3,73.8,85.6,100.0,92.0,89.5,100.0,81.4,78.0,
54.0,71.0,80.0,55.0,62.0,94.0,67.0,55.0,68.0,82.0,71.0,60.0,62.0,65.0,80.0,75.0,79.0,69.0,97.0,92.0,96.0,
65.0,80.0,95.0,68.8,88.4,73.3,84.5,87.5,90.5,89.9,83.3,89.9,87.6,81.3,89.9,89.9,94.6,88.3,79.3,75.7,91.3,
77.5,62.5,80.0,63.0,93.1,84.5,67.3,90.8,81.4,75.6,100.0,84.5,100.0,90.8,73.8,100.0,61.7,78.0,92.9,100.0,77.7,
55.0,72.5,62.5,80.7,90.1,83.2,66.7,88.3,61.7,87.3,57.1,98.6,89.7,92.9,88.4,93.1,90.3,78.0,100.0,80.5,75.2,
52.5,82.5,62.5,98.6,61.7,61.7,80.7,69.8,90.5,100.0,61.9,78.0,64.0,84.5,88.2,63.0,81.4,85.0,90.1,88.8,88.2,
55.0,85.0,53.0,53.0,92.0,75.0,72.0,85.0,68.0,67.0,57.0,95.0,74.0,74.0,67.0,89.0,69.0,80.0,86.0,78.0,92.0,
62.5,95.0,50.0,73.3,86.7,61.7,77.7,66.7,89.1,91.3,90.3,81.4,98.6,61.7,61.7,63.6,80.0,87.5,77.3,73.8,95.5,
71.0,72.0,86.0,79.0,78.0,78.0,58.0,57.0,77.0,78.0,65.0,59.0,95.0,80.0,70.0,72.0,74.0,77.0,74.0,72.0,71.0,
94.0,72.0,52.0,92.0,62.0,53.0,56.0,66.0,57.0,75.0,84.0,79.0,69.0,95.0,85.0,81.0,91.0,74.0,85.0,85.0,87.0,
74.0,69.0,52.0,81.0,87.0,52.0,80.0,79.0,89.0,95.0,88.0,87.0,88.0,90.0,82.0,96.0,77.0,95.0,69.0,98.0,70.0,
75.0,77.5,85.0,100.0,93.1,87.6,88.3,90.5,92.2,83.3,83.3,92.4,80.2,91.3,85.6,71.0,90.1,93.3,68.8,60.0,100.0,
50.0,80.0,70.0,100.0,87.6,85.0,62.3,85.6,87.5,100.0,73.3,77.7,89.5,84.5,84.5,79.2,82.7,85.0,83.3,85.6,85.6,
58.0,52.0,72.0,88.0,61.0,79.0,73.0,73.0,85.0,59.0,89.0,87.0,67.0,66.0,85.0,95.0,84.0,87.0,87.0,73.0,69.0,
95.0,95.0,97.5,92.6,90.5,87.6,87.6,88.2,94.6,100.0,96.3,83.4,75.6,85.0,88.4,78.0,77.3,89.0,77.5,67.2,100.0,
61.0,59.0,86.0,90.0,88.0,59.0,75.0,87.0,91.0,74.0,61.0,57.0,71.0,82.0,91.0,85.0,99.0,93.0,75.0,80.0,73.0,
70.0,70.0,95.0,80.7,69.8,90.5,68.4,61.0,93.4,63.6,82.7,66.7,63.0,81.4,85.0,79.2,33.3,74.2,56.3,80.0,88.3,
37.5,82.5,72.5,81.4,87.5,80.0,80.2,91.3,85.6,92.6,60.0,90.5,93.1,86.6,77.7,79.2,89.9,84.5,90.5,100.0,91.3,
77.5,62.5,80.0,75.2,80.5,96.3,100.0,95.0,74.7,93.1,92.0,100.0,100.0,91.3,90.8,87.6,92.3,61.7,79.2,89.0,90.8,
55.0,62.5,72.5,64.0,83.2,82.7,80.2,73.8,69.8,92.4,93.4,82.7,100.0,61.7,78.0,92.6,90.5,87.6,89.1,88.8,91.3,
89.0,58.0,85.0,60.0,90.0,78.0,63.0,93.0,86.0,92.0,73.0,55.0,63.0,89.0,94.0,89.0,74.0,78.0,92.0,74.0,95.0,
86.0,97.0,75.0,68.0,71.0,72.0,89.0,71.0,79.0,93.0,97.0,96.0,99.0,97.0,78.0,93.0,81.0,84.0,96.0,90.0,92.0,
69.0,72.0,84.0,80.0,61.0,75.0,86.0,59.0,59.0,90.0,55.0,61.0,70.0,77.0,82.0,82.0,79.0,80.0,88.0,98.0,96.0,
93.0,87.0,94.0,80.0,60.0,88.0,71.0,85.0,87.0,73.0,87.0,95.0,95.0,90.0,95.0,87.0,80.0,92.0,81.0,94.0,92.0,
85.0,75.0,60.0,93.1,78.0,87.5,85.0,93.1,88.3,61.7,93.1,88.3,85.6,73.3,92.9,69.8,61.7,90.5,89.7,40.0,69.6,
80.0,72.5,37.5,100.0,89.9,88.3,82.7,77.3,90.8,90.5,80.0,80.0,57.1,79.2,91.3,61.9,84.5,93.1,82.7,88.1,69.8,
85.0,80.0,95.0,78.0,92.0,82.7,82.7,77.6,77.6,66.7,40.0,78.5,96.3,100.0,85.6,74.7,88.2,77.7,100.0,77.3,60.0,
87.5,60.0,72.5,64.0,85.0,85.0,83.2,81.4,84.5,100.0,95.2,83.7,57.1,79.2,91.3,85.6,73.3,92.9,83.3,89.5,75.7,
82.5,80.0,85.0,100.0,93.1,87.6,77.7,80.0,78.0,73.3,84.6,81.4,66.7,88.3,61.7,75.0,88.3,79.2,77.7,77.3,88.4,
95.0,37.5,85.0,98.6,61.7,61.7,63.6,80.0,87.5,77.3,73.8,95.5,64.0,84.5,88.2,61.7,100.0,78.0,61.0,88.0,89.9,
91.0,78.0,76.0,58.0,73.0,74.0,86.0,79.0,68.0,71.0,79.0,66.0,89.0,72.0,67.0,74.0,95.0,79.0,91.0,75.0,77.0,
85.0,80.0,95.0,100.0,61.7,84.5,100.0,84.8,88.4,91.3,40.0,77.3,85.0,93.1,88.3,100.0,77.8,98.6,89.1,89.9,84.5,
87.5,60.0,72.5,91.3,92.3,91.3,80.5,85.7,88.8,100.0,68.8,93.4,61.9,57.1,79.2,100.0,87.6,87.6,100.0,79.7,94.8,
78.0,64.0,88.0,81.0,83.0,88.0,60.0,79.0,82.0,52.0,95.0,71.0,75.0,64.0,78.0,82.0,84.0,99.0,69.0,96.0,78.0,
53.0,82.0,87.0,76.0,50.0,95.0,91.0,73.0,77.0,85.0,92.0,75.0,95.0,92.0,65.0,95.0,83.0,94.0,79.0,69.0,81.0,
72.5,70.0,65.0,63.0,87.5,88.4,79.2,85.6,95.2,61.9,61.9,89.0,80.2,91.3,85.6,89.9,85.0,79.7,72.9,100.0,92.3,
67.5,72.5,77.5,92.6,90.5,87.6,65.7,89.9,85.6,68.8,88.4,73.3,73.8,88.2,81.4,100.0,61.7,84.5,92.6,66.7,73.3,
72.0,76.0,60.0,53.0,89.0,63.0,93.0,90.0,95.0,88.0,88.0,84.0,71.0,68.0,80.0,89.0,70.0,80.0,89.0,79.0,88.0,
75.0,95.0,82.5,65.7,80.0,77.7,57.1,79.2,91.3,64.0,83.2,82.7,93.1,90.3,78.0,67.3,88.2,90.5,44.4,90.1,88.0,
55.0,62.5,72.5,66.7,88.3,61.7,75.0,88.3,79.2,100.0,100.0,61.7,100.0,88.3,90.3,100.0,93.1,87.6,100.0,89.9,84.5,
52.5,82.5,62.5,78.0,92.0,88.2,100.0,91.3,91.3,95.5,95.2,96.3,90.5,95.5,61.7,64.0,83.2,82.7,92.2,88.1,98.6,
90.0,70.0,75.0,65.7,89.9,85.6,63.0,90.3,80.0,68.7,100.0,85.6,100.0,90.3,81.4,100.0,91.3,90.8,90.1,100.0,82.7,
65.0,70.0,75.0,77.2,89.7,85.0,100.0,93.1,93.1,100.0,84.6,100.0,91.3,100.0,79.2,80.2,73.8,69.8,79.2,68.8,100.0,
89.0,84.0,74.0,95.0,77.0,73.0,62.0,91.0,55.0,66.0,86.0,69.0,72.0,70.0,76.0,88.0,76.0,92.0,98.0,76.0,93.0,
60.0,57.0,80.0,76.0,73.0,73.0,65.0,61.0,86.0,67.0,91.0,56.0,81.0,61.0,74.0,98.0,80.0,84.0,76.0,79.0,80.0,
62.0,87.0,61.0,84.0,65.0,67.0,85.0,89.0,65.0,82.0,53.0,59.0,66.0,61.0,86.0,81.0,89.0,97.0,82.0,77.0,73.0,
82.5,72.5,95.0,89.9,83.3,89.9,100.0,80.0,90.8,85.6,100.0,64.7,63.0,81.4,85.0,89.9,90.8,85.7,66.7,66.7,92.0,
53.0,50.0,81.0,51.0,76.0,81.0,72.0,64.0,95.0,69.0,89.0,85.0,79.0,90.0,91.0,94.0,78.0,80.0,71.0,95.0,89.0,
67.0,59.0,69.0,54.0,92.0,93.0,60.0,89.0,68.0,73.0,58.0,90.0,85.0,72.0,69.0,75.0,95.0,83.0,71.0,93.0,93.0,
79.0,66.0,55.0,52.0,86.0,50.0,63.0,71.0,67.0,50.0,57.0,93.0,93.0,71.0,60.0,77.0,96.0,92.0,93.0,86.0,78.0,
55.0,89.0,67.0,88.0,91.0,77.0,60.0,69.0,56.0,91.0,91.0,81.0,77.0,81.0,73.0,98.0,78.0,74.0,83.0,99.0,69.0,
85.0,75.0,60.0,100.0,67.5,67.5,92.9,100.0,83.3,100.0,58.0,58.0,100.0,90.5,82.7,98.6,93.3,96.3,100.0,88.4,88.2,
80.0,70.0,82.5,85.0,95.8,85.6,61.0,88.0,89.9,92.4,56.6,61.7,80.0,100.0,73.3,72.9,78.0,73.8,100.0,92.0,98.6,
50.0,82.5,75.0,67.3,88.2,90.5,75.0,88.3,79.2,63.0,87.5,88.4,78.0,84.5,80.0,64.0,69.8,69.8,100.0,89.7,95.8,
75.0,37.5,37.5,61.7,90.5,90.5,91.3,92.0,71.0,82.7,75.2,62.3,100.0,87.6,87.6,82.7,52.4,82.7,90.3,78.0,90.3,
