Gender,Age as of Academic Year 17/18,Current Year (17/18),Proposed Year/Grade (18/19),Year of Admission ,Previous Curriculum (17/18)2,Current School ,Current Curriculum ,Previous year/Grade ,Math-exam,Science-exam ',English-exam ',Math19-1 ',Science19-1 ',English19-1 ',Math19-2 ',Science19-2 ',English19-2 ',Math19-3 ',Science19-3 ',English19-3 ',Math20-1 ',Science20-1 ',English20-1 ',Math20-2 ',Science20-2 ',English20-2 ',Math20-3 ',Science20-3 ',English20-3 '
Male,4,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,89,84,88,59,72,94,95,60,62,58,66,74,85,79,65,99,91,76,78,92,94
Female,5,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,70,63,86,68,89,71,55,75,74,84,82,74,71,70,69,94,73,95,89,95,81
Female,5,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,87,80,81,78,76,73,79,77,80,97,83,77,79,75,76,95,90,87,97,88,86
Female,5,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,61,71,65,71,55,67,83,71,85,81,52,82,75,93,62,80,70,89,73,86,82
Male,5,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,50,61,51,51,82,85,77,64,74,51,73,90,78,81,87,99,86,88,86,81,99
Male,5,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,57,60,52,92,84,94,95,63,65,89,95,53,62,66,80,78,81,99,89,96,83
Female,5,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,69,74,53,76,73,78,84,55,76,89,87,67,63,62,87,84,80,77,79,78,94
Female,4,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,75,57,90,80,55,91,95,89,70,85,76,87,69,88,79,87,79,79,99,89,87
Male,4,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,62,75,73,87,57,51,91,62,82,61,56,74,78,69,88,78,88,90,86,93,79
Female,5,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,80,50,58,50,93,77,61,95,88,79,91,54,60,84,70,98,98,83,72,82,85
Female,5,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,52,62,87,67,91,93,91,56,57,63,69,55,75,61,72,81,94,90,92,99,81
Male,5,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,56,68,54,51,62,69,67,94,63,65,82,95,60,86,92,71,70,73,69,69,73
Female,5,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,65,69,81,72,85,83,64,80,94,55,88,82,84,76,64,78,87,86,89,78,80
Male,5,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,86,52,79,84,84,80,66,64,77,61,73,59,84,60,84,85,96,90,88,77,88
Male,5,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,56,82,59,81,76,54,67,90,72,72,78,56,60,92,79,99,86,82,72,69,91
Female,5,KG2,Grade 1,School 1 Current Student,American ,School 1,American ,Grade System,95,70,54,88,71,76,95,66,58,64,53,65,74,83,60,88,89,71,96,91,83
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,75,73,86,67,58,62,62,83,93,64,88,55,61,88,95,89,98,94,96,96,85
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,71,77,71,70,71,95,57,93,76,80,54,82,67,69,93,81,98,69,97,91,88
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,74,75,90,69,76,85,69,66,74,92,83,79,69,92,67,84,69,89,72,90,81
Male,5,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,69,57,77,93,73,92,71,91,74,71,81,80,76,61,83,76,85,90,73,93,95
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,89,62,73,83,84,51,67,90,74,71,92,91,73,88,75,73,88,96,94,83,89
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,65,85,56,84,95,59,94,55,59,84,63,63,84,63,60,69,72,97,91,85,78
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,80,91,71,68,53,66,93,61,78,88,80,54,63,92,84,93,70,98,99,69,98
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,68,57,53,53,75,50,70,80,90,86,75,68,61,85,83,75,99,74,86,87,88
Female,5,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,56,93,89,70,82,66,75,66,82,59,63,91,74,89,83,85,94,71,73,92,99
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,55,52,74,50,52,83,93,60,59,64,60,93,75,66,73,85,93,92,75,93,73
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,59,61,77,61,88,86,71,83,56,63,69,81,74,89,76,93,90,74,99,87,84
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,75,85,83,53,95,56,92,81,81,79,80,79,88,68,73,79,74,90,76,85,93
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,53,92,50,60,78,61,75,88,76,72,57,74,69,89,78,85,75,81,98,98,84
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,77,98,83,85,65,68,79,85,72,83,90,77,96,90,83,81,95,86,84,88,84
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,85,91,87,79,69,53,90,79,84,88,81,62,74,67,93,97,98,94,93,91,78
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,62,91,94,67,54,68,89,79,95,75,74,92,91,91,70,75,85,85,85,84,93
Male,5,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,82,67,57,91,74,91,57,92,55,67,63,60,69,88,74,77,69,69,84,71,92
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,62,83,66,51,53,88,88,95,67,67,88,85,93,76,76,84,79,72,91,95,79
Female,5,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,92,100,76,88,82,70,72,68,81,98,90,88,81,76,81,82,76,76,80,83,94
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,85,87,85,85,80,82,75,83,69,84,71,86,86,97,99,94,90,88,90,85,96
Female,5,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,95,88,70,70,94,81,85,73,82,72,55,56,68,63,95,90,70,79,82,98,80
Male,5,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,61,66,79,88,66,52,84,68,76,78,65,50,63,70,66,84,76,96,74,77,74
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,52,59,92,50,90,68,82,55,72,59,71,64,80,60,75,70,89,73,78,88,84
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,76,85,56,76,53,73,71,64,82,72,55,56,74,92,89,90,76,75,86,98,79
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,65,94,66,85,75,71,73,62,66,72,71,64,89,86,90,90,82,75,76,85,74
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,65,79,92,78,71,55,64,76,74,78,82,80,95,60,85,92,83,88,69,82,71
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,77,92,53,94,88,73,94,77,78,58,74,84,87,95,93,83,90,74,69,82,89
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,74,99,89,90,66,66,72,68,65,71,93,75,79,97,87,95,93,80,91,84,92
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,95,52,83,61,72,77,72,73,63,70,86,80,73,75,83,89,93,90,87,88,69
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,89,58,91,66,67,71,66,67,69,60,70,77,82,89,77,96,77,84,87,69,86
Female,5,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,52,58,74,89,67,69,92,75,67,54,75,88,62,81,89,94,91,88,84,99,76
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,56,55,59,56,50,82,90,82,73,67,71,93,81,88,76,82,71,92,89,99,81
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,73,52,73,86,60,67,73,73,67,88,68,81,66,92,93,99,96,90,76,69,82
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,79,69,81,77,94,72,93,64,91,86,72,89,67,76,74,93,96,71,70,97,84
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,56,73,92,56,70,64,69,59,71,93,50,53,90,69,77,88,83,71,97,85,83
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,55,89,67,88,91,77,60,69,56,91,91,81,77,81,73,98,78,74,83,99,69
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,53,83,56,88,75,63,91,87,79,53,50,83,73,87,95,90,94,73,81,85,69
Male,5,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,66,84,74,62,74,87,91,86,55,62,87,55,87,83,77,70,80,90,70,83,91
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,68,95,60,67,61,74,86,93,55,58,54,64,93,77,73,72,69,93,96,77,85
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,70,80,63,83,81,92,57,90,80,78,51,79,64,93,68,97,87,94,75,80,76
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,65,56,69,74,82,89,71,64,58,90,72,57,90,78,62,73,87,96,81,82,88
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,91,85,83,59,87,57,74,71,72,83,66,71,86,64,91,95,85,72,71,99,89
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,89,95,59,51,82,58,61,88,67,90,76,50,95,79,86,91,80,92,83,93,94
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,81,54,80,54,92,69,92,61,80,95,67,95,91,71,64,93,86,76,99,71,81
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,52,70,51,78,88,90,95,69,59,95,94,68,85,65,61,83,97,73,71,73,89
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,76,74,92,73,51,53,80,82,62,75,95,79,79,71,64,96,70,74,91,78,78
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,80,61,54,80,65,87,80,61,94,89,75,71,65,92,63,93,95,76,91,85,71
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,77,57,60,50,91,79,80,57,65,61,63,54,77,82,77,87,95,93,74,96,91
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,57,71,82,75,89,77,95,92,86,77,68,90,85,73,66,71,72,85,69,88,94
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,79,77,58,67,55,59,67,57,92,59,83,67,70,83,72,99,95,84,93,96,84
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,88,52,70,61,62,75,94,90,95,53,85,57,81,86,74,85,73,74,84,97,78
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,56,50,86,57,64,61,91,94,62,72,88,57,67,63,86,71,96,69,86,83,70
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,63,90,56,74,50,86,60,73,67,82,90,64,90,72,64,72,94,87,98,83,77
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,62,88,83,86,95,67,75,79,82,60,85,75,70,90,73,85,99,82,83,97,79
Female,5,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,72,70,59,90,66,69,75,70,78,53,58,76,67,60,79,77,76,70,79,83,71
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,50,67,85,50,83,60,94,89,56,93,69,74,68,91,73,78,86,83,86,70,73
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,74,57,70,65,62,65,80,93,95,59,62,63,91,81,80,74,75,90,75,87,80
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,59,85,75,50,88,95,59,63,77,87,83,87,87,87,71,83,84,79,95,78,84
Male,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,76,58,82,69,87,56,71,57,86,81,59,51,72,94,85,90,78,72,82,82,92
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,82,77,52,75,56,94,62,92,72,75,66,64,83,78,94,78,77,76,95,71,86
Male,5,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,69,64,93,69,50,64,91,90,72,50,59,76,88,81,88,82,84,76,91,81,76
Female,6,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,57,58,65,92,76,93,91,68,95,93,63,66,73,94,88,69,79,96,86,79,81
Female,5,Grade 1,Grade 2,School 1 Current Student,American ,School 1,American ,Grade System,87,79,91,71,59,92,88,94,57,73,54,71,74,84,76,97,78,72,98,80,78
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,73,67,83,89,93,73,85,65,65,68,72,51,88,83,67,74,71,84,80,72,81
Female,8,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,54,80,94,71,56,51,80,66,77,62,54,79,84,94,62,72,70,84,73,93,88
Male,6,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,94,63,59,61,53,77,84,85,95,87,86,77,63,80,62,77,94,82,88,91,74
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,91,79,81,61,80,78,64,58,64,81,66,91,67,94,80,88,86,72,89,91,69
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,51,57,54,86,55,72,92,74,70,87,52,53,86,75,72,74,84,92,96,69,78
Male,8,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,55,73,95,76,77,57,74,78,90,56,93,50,92,73,94,84,74,85,79,83,85
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,51,56,91,59,57,55,58,69,55,56,94,87,92,73,63,92,80,72,81,77,92
Female,6,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,91,52,79,75,68,82,65,83,56,92,61,79,77,88,67,69,79,95,73,82,75
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,81,50,80,59,61,78,76,63,70,70,59,92,85,88,78,79,83,95,74,88,93
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,66,68,68,60,70,60,74,73,71,90,85,88,73,63,68,97,93,89,77,90,91
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,87,78,83,90,55,60,79,72,95,56,67,50,85,78,78,93,84,81,71,79,82
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,56,63,54,53,95,59,81,62,57,74,75,82,75,85,79,73,69,79,90,83,72
Female,6,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,78,64,88,81,83,88,60,79,82,52,95,71,75,64,78,82,84,99,69,96,78
Female,6,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,80,60,69,89,85,88,90,64,94,52,82,64,68,63,70,84,98,86,98,95,84
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,65,52,68,53,60,57,67,71,56,52,68,57,64,78,74,93,78,77,91,88,97
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,88,86,86,73,77,83,73,66,69,71,98,85,91,81,79,78,82,81,89,86,92
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,84,75,70,73,67,88,82,80,66,76,90,86,86,82,82,85,91,80,88,94,94
Female,6,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,69,83,77,86,53,76,65,78,72,79,95,81,95,64,67,84,96,74,77,98,77
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,68,71,51,52,55,68,80,83,75,57,56,93,77,85,88,95,74,74,84,98,71
Male,6,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,86,87,93,71,86,66,73,83,65,97,98,88,91,91,77,87,91,88,96,98,88
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,63,82,60,89,63,71,65,92,70,69,56,58,78,74,84,75,82,85,78,77,98
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,68,95,83,62,69,50,89,58,82,50,64,80,72,65,63,99,71,89,73,90,90
Female,6,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,55,50,84,55,79,71,79,76,91,54,77,87,84,93,87,73,94,93,78,84,83
Female,6,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,79,60,71,51,79,79,78,83,92,79,85,68,89,69,65,73,91,81,73,78,78
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,74,95,90,91,56,90,55,74,67,66,74,87,78,62,73,84,73,75,95,82,82
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,88,59,56,50,59,89,55,62,87,93,79,61,81,82,81,73,79,86,96,94,95
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,75,59,93,52,74,77,76,66,60,57,62,90,91,93,73,92,92,93,84,85,83
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,94,87,88,51,68,78,67,69,65,55,65,70,81,71,71,76,93,92,86,80,84
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,68,92,51,74,85,76,61,81,77,84,94,92,91,60,85,71,74,87,70,70,71
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,86,70,88,77,56,80,87,95,89,68,74,69,91,84,68,76,94,88,89,89,78
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,67,64,54,77,70,82,88,67,95,76,51,88,62,74,67,84,83,71,72,77,91
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,85,81,77,80,92,63,79,64,92,68,93,54,83,74,76,91,99,85,86,97,78
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,90,71,58,83,79,51,89,95,92,55,72,85,80,62,91,82,83,77,69,82,89
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,65,75,51,69,52,92,75,79,85,84,64,70,70,82,92,88,75,96,94,86,90
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,56,83,94,76,70,61,92,72,58,61,89,57,95,80,79,84,85,72,83,76,82
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,84,54,50,71,53,69,62,71,57,86,55,86,78,64,69,69,79,89,89,79,90
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,67,73,84,75,73,82,78,92,84,71,70,72,73,86,60,91,80,88,74,72,92
Male,8,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,56,89,81,82,92,82,81,87,91,53,59,56,77,65,91,92,84,75,79,80,76
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,52,84,95,90,87,58,76,57,86,82,83,57,85,75,75,93,85,93,78,84,90
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,93,87,94,80,60,88,71,85,87,73,87,95,95,90,95,87,80,92,81,94,92
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,68,79,50,56,60,92,88,59,70,53,72,95,75,85,83,90,71,98,93,73,88
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,69,73,67,82,78,56,87,63,66,60,56,81,79,94,75,79,97,92,92,89,94
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,60,90,92,70,63,91,93,67,72,52,68,69,92,90,65,92,73,81,77,69,87
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,65,91,51,50,54,86,57,64,88,79,66,52,71,94,68,93,72,88,96,79,72
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,58,89,88,69,84,57,69,92,78,59,87,78,77,67,94,82,75,80,80,83,74
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,89,78,85,90,80,78,82,83,77,87,78,95,94,98,95,94,80,76,91,86,85
Male,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,63,70,75,93,67,60,94,57,88,82,64,66,89,67,93,86,92,92,70,80,74
Female,7,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,77,73,56,69,79,81,70,65,93,70,81,76,62,66,88,90,93,95,88,80,83
Female,6,Grade 2,Grade 3,School 1 Current Student,American ,School 1,American ,Grade System,50,72,51,52,85,75,79,67,82,83,84,80,83,74,61,94,92,75,91,79,89
